#CE_2020,,,,,
#Local Datetime (mm,dd,yyyy HH,mm),O3 (ppb),PM10 (µg,m3),PM2.5 (µg,m3),Temperature
06,06,20,23,00,0.039,NaN,6.02,26.62,54
07,06,20,0,00,0.038,NaN,5.83,26.01,58
07,06,20,1,00,0.036,NaN,5.56,25.25,61
07,06,20,2,00,0.034,NaN,5.09,24.83,64
07,06,20,3,00,0.032,NaN,5.27,24.56,65
07,06,20,4,00,0.018,NaN,8.04,23.89,69
07,06,20,5,00,0.015,NaN,8.76,24.32,69
07,06,20,6,00,0.02,NaN,10.26,25.29,66
07,06,20,7,00,0.031,NaN,12.26,26.59,60
07,06,20,8,00,0.039,NaN,10.53,27.77,55
07,06,20,9,00,0.058,NaN,8.55,29.05,50
07,06,20,10,00,0.067,NaN,8.26,30.16,46
07,06,20,11,00,0.068,NaN,8.4,31.05,42
07,06,20,12,00,0.065,NaN,8.41,32.01,39
07,06,20,13,00,0.07,NaN,9.21,32.89,35
07,06,20,14,00,0.074,NaN,9.04,33.71,33
07,06,20,15,00,0.072,NaN,8.84,34.05,33
07,06,20,16,00,0.062,NaN,7.83,34.2,32
07,06,20,17,00,0.053,NaN,7.05,32.92,36
07,06,20,18,00,0.049,NaN,7.55,31.37,40
07,06,20,19,00,0.043,NaN,7.91,30.28,46
07,06,20,20,00,0.038,NaN,6.72,29.74,47
07,06,20,21,00,0.036,NaN,NaN,29.27,47
07,06,20,22,00,0.037,NaN,6.81,28.02,51
07,06,20,23,00,0.036,NaN,6.37,27.59,53
08,06,20,0,00,0.03,NaN,7.13,26.78,56
08,06,20,1,00,0.016,NaN,10.72,25.55,61
08,06,20,2,00,0.014,NaN,10.31,24.89,64
08,06,20,3,00,0.019,NaN,10.25,24.45,64
08,06,20,4,00,0.013,NaN,11.82,24.02,66
08,06,20,5,00,0.009,NaN,12.55,25.09,63
08,06,20,6,00,0.017,NaN,11.64,26.35,57
08,06,20,7,00,0.026,NaN,13.28,27.99,51
08,06,20,8,00,0.042,NaN,14.48,30.44,44
08,06,20,9,00,0.05,NaN,22.01,32.01,40
08,06,20,10,00,0.082,NaN,15.27,33.22,35
08,06,20,11,00,0.098,NaN,13.04,34.1,34
08,06,20,12,00,NaN,NaN,NaN,NaN,NaN
08,06,20,13,00,0.09,NaN,12.76,35.35,32
08,06,20,15,00,0.085,NaN,11.67,35.81,33
08,06,20,16,00,0.073,NaN,10.49,35.78,33
08,06,20,17,00,0.074,NaN,10.36,35.55,33
08,06,20,18,00,0.06,NaN,10.81,34.72,36
08,06,20,19,00,0.057,NaN,11.34,33.02,42
08,06,20,20,00,0.054,NaN,10.91,31.92,46
08,06,20,21,00,0.046,NaN,10,31.3,48
08,06,20,22,00,0.036,NaN,13.11,30.6,49
08,06,20,23,00,0.031,NaN,13.98,29.33,52
09,06,20,0,00,0.022,NaN,16.29,28.51,54
09,06,20,1,00,0.023,NaN,14.44,27.5,59
09,06,20,2,00,0.014,NaN,17.31,26.82,62
09,06,20,3,00,0.011,NaN,18.89,26.28,65
09,06,20,4,00,0.012,NaN,19.33,25.98,67
09,06,20,5,00,0.013,NaN,18.5,26.38,65
09,06,20,6,00,0.008,NaN,21.36,26.34,67
09,06,20,7,00,0.01,NaN,21.64,27.48,63
09,06,20,8,00,0.017,NaN,24.46,29.18,57
09,06,20,9,00,0.026,NaN,31.12,30.31,54
09,06,20,10,00,0.045,NaN,34.75,31.14,52
09,06,20,11,00,0.089,NaN,29.39,33.3,43
09,06,20,12,00,0.108,NaN,24.44,34.79,40
09,06,20,13,00,0.096,NaN,22.25,34.67,39
09,06,20,14,00,0.044,NaN,15.53,34.39,39
09,06,20,15,00,0.056,NaN,16.71,34.82,38
09,06,20,16,00,0.085,NaN,19.39,34.98,40
09,06,20,17,00,0.068,NaN,18.07,34.41,44
09,06,20,18,00,0.052,NaN,15.7,33.24,46
09,06,20,19,00,0.048,NaN,18.22,29.16,49
09,06,20,20,00,0.047,NaN,8.41,21.11,81
09,06,20,21,00,0.044,NaN,4.69,22.39,75
09,06,20,22,00,0.04,NaN,4.96,24.73,60
09,06,20,23,00,0.034,NaN,6.49,25.4,55
10,06,20,0,00,0.027,NaN,NaN,24.74,58
10,06,20,1,00,0.027,NaN,6.62,24.86,56
10,06,20,2,00,0.026,NaN,7.7,24.73,55
10,06,20,3,00,0.016,NaN,8.84,24.34,59
10,06,20,4,00,0.007,NaN,13.58,23.82,63
10,06,20,5,00,0.026,NaN,12.48,23.4,66
10,06,20,6,00,0.028,NaN,11.59,22.89,71
10,06,20,7,00,0.03,NaN,11.66,25.13,62
10,06,20,8,00,0.039,NaN,9.85,28.34,50
10,06,20,9,00,0.054,NaN,7.76,30.5,37
10,06,20,10,00,0.061,NaN,7.92,32.42,32
10,06,20,11,00,0.067,NaN,10.43,31.61,36
10,06,20,12,00,0.064,NaN,9.35,30.25,41
10,06,20,13,00,0.072,NaN,10.68,31.27,39
10,06,20,14,00,0.07,NaN,11.77,31.82,40
10,06,20,15,00,0.059,NaN,12.44,31.87,41
10,06,20,16,00,0.055,NaN,14.14,31.99,40
10,06,20,17,00,0.044,NaN,14.28,26.22,65
10,06,20,18,00,0.046,NaN,9.37,24.65,67
10,06,20,19,00,0.045,NaN,8.44,24,69
10,06,20,20,00,0.042,NaN,8.52,24.79,65
10,06,20,21,00,0.034,NaN,9.49,24.74,66
10,06,20,22,00,0.031,NaN,10.94,24.36,67
10,06,20,23,00,0.028,NaN,NaN,24.4,70
11,06,20,0,00,0.032,NaN,13.13,24.11,71
11,06,20,1,00,0.034,NaN,11.55,24.24,69
11,06,20,2,00,0.036,NaN,14.26,24.1,71
11,06,20,3,00,0.039,NaN,12.5,24.26,69
11,06,20,4,00,0.037,NaN,11.15,24.27,68
11,06,20,5,00,0.028,NaN,13.39,24.09,73
11,06,20,6,00,0.024,NaN,12.44,23.51,77
11,06,20,7,00,0.022,NaN,7.33,20.51,84
11,06,20,8,00,0.032,NaN,6.43,20.6,85
11,06,20,9,00,0.022,NaN,8.79,21.55,84
11,06,20,10,00,0.022,NaN,13.32,22.96,80
11,06,20,11,00,0.029,NaN,17.95,24.4,73
11,06,20,12,00,0.035,NaN,16.66,25.12,71
11,06,20,13,00,0.047,NaN,16.27,26.39,65
11,06,20,14,00,0.049,NaN,16.3,26.6,64
11,06,20,15,00,0.042,NaN,8.03,23.98,67
11,06,20,16,00,0.04,NaN,6.48,22.08,74
11,06,20,17,00,0.039,NaN,6.57,22.96,69
11,06,20,18,00,0.037,NaN,7.11,23.86,63
11,06,20,19,00,0.032,NaN,8.12,23.64,64
11,06,20,20,00,0.018,NaN,9.87,22.65,70
11,06,20,21,00,0.009,NaN,12.25,22.39,73
11,06,20,22,00,0.006,NaN,13.28,21.92,76
11,06,20,23,00,0.006,NaN,17.15,21.86,77
12,06,20,0,00,0.016,NaN,11.54,21.66,76
12,06,20,1,00,0.014,NaN,10.2,21.1,78
12,06,20,2,00,0.012,NaN,11.51,21.12,78
12,06,20,3,00,0.016,NaN,10.69,20.91,78
12,06,20,4,00,0.013,NaN,11.66,20.77,79
12,06,20,5,00,0.009,NaN,13.48,20.62,80
12,06,20,6,00,0.008,NaN,14.79,21.54,78
12,06,20,7,00,0.015,NaN,16.74,22.79,72
12,06,20,8,00,0.026,NaN,16.81,24.01,66
12,06,20,9,00,0.049,NaN,10.25,25.1,62
12,06,20,10,00,0.057,NaN,9.72,26.1,58
12,06,20,11,00,0.068,NaN,9.97,27.14,47
12,06,20,12,00,0.081,NaN,11.97,27.77,42
12,06,20,13,00,0.08,NaN,11.35,28.55,35
12,06,20,14,00,0.08,NaN,11.77,29.1,36
12,06,20,15,00,0.079,NaN,13.94,29.1,37
12,06,20,16,00,0.081,NaN,10.48,29.37,34
12,06,20,17,00,0.073,NaN,8.99,29.27,35
12,06,20,18,00,0.069,NaN,8.34,28.54,37
12,06,20,19,00,0.064,NaN,8.82,27.21,39
12,06,20,20,00,0.056,NaN,10.1,26.32,43
12,06,20,21,00,0.057,NaN,10.37,25.74,45
12,06,20,22,00,0.054,NaN,10.81,25.2,47
12,06,20,23,00,0.055,NaN,8.96,24.82,47
13,06,20,0,00,0.055,NaN,8.65,24.4,47
13,06,20,1,00,0.048,NaN,10.46,23.34,55
13,06,20,2,00,0.044,NaN,9.47,22.57,58
13,06,20,3,00,0.052,NaN,8.63,22.54,59
13,06,20,4,00,0.052,NaN,8.82,22.01,60
13,06,20,5,00,0.05,NaN,9.15,21.39,65
13,06,20,6,00,0.047,NaN,9.25,21.54,67
13,06,20,7,00,0.049,NaN,8.9,22.54,61
13,06,20,8,00,0.061,NaN,8.74,24.3,45
13,06,20,9,00,0.072,NaN,9.6,25.4,38
13,06,20,10,00,0.082,NaN,11.17,26.08,36
13,06,20,11,00,0.085,NaN,13.31,27,34
13,06,20,12,00,0.092,NaN,14.67,27.66,31
13,06,20,13,00,0.102,NaN,14.91,28.7,28
13,06,20,14,00,0.11,NaN,15.51,29.16,28
13,06,20,15,00,0.106,NaN,14.26,29.36,27
13,06,20,16,00,0.098,NaN,14.29,29.52,29
13,06,20,17,00,0.09,NaN,13.36,29.36,31
13,06,20,18,00,0.085,NaN,14.13,28.66,32
13,06,20,19,00,0.083,NaN,14.52,27.28,34
13,06,20,20,00,0.08,NaN,16.17,26.61,36
13,06,20,21,00,0.081,NaN,16.67,26,37
13,06,20,22,00,0.075,NaN,18.24,25.57,38
13,06,20,23,00,0.072,NaN,17.91,25.13,39
14,06,20,0,00,0.055,NaN,13.78,23.45,54
14,06,20,1,00,0.051,NaN,11.01,22.24,61
14,06,20,2,00,0.058,NaN,9.46,22.07,63
14,06,20,3,00,0.059,NaN,9.88,21.76,64
14,06,20,4,00,0.059,NaN,9.46,21.5,66
14,06,20,5,00,0.057,NaN,10.33,21.1,66
14,06,20,6,00,0.053,NaN,10.54,21.48,65
14,06,20,7,00,0.057,NaN,10.72,23.01,59
14,06,20,8,00,0.063,NaN,10.58,24.63,48
14,06,20,9,00,0.064,NaN,13.19,25.64,42
14,06,20,10,00,0.077,NaN,15.92,26.49,39
14,06,20,11,00,0.085,NaN,15.92,27.4,35
14,06,20,12,00,0.09,NaN,14.55,28.23,31
14,06,20,13,00,0.096,NaN,15.45,28.9,30
14,06,20,14,00,0.1,NaN,14.88,29.66,28
14,06,20,15,00,0.101,NaN,14.49,29.77,27
14,06,20,16,00,0.092,NaN,12.57,30.03,27
14,06,20,17,00,0.084,NaN,12.87,29.55,29
14,06,20,18,00,0.084,NaN,14.68,28.8,30
14,06,20,19,00,0.082,NaN,16.41,27.69,32
14,06,20,20,00,0.072,NaN,16.87,27.09,33
14,06,20,21,00,0.066,NaN,14.17,26.57,35
14,06,20,22,00,0.062,NaN,11.35,26.16,35
14,06,20,23,00,0.059,NaN,11.26,25.33,39
15,06,20,0,00,0.06,NaN,9.89,24.61,43
15,06,20,1,00,0.057,NaN,9.88,23.69,51
15,06,20,2,00,0.049,NaN,10.38,22.51,62
15,06,20,3,00,0.038,NaN,11.1,21.29,70
15,06,20,4,00,0.03,NaN,12.46,21.09,73
15,06,20,5,00,0.026,NaN,12.84,21.31,72
15,06,20,6,00,0.018,NaN,14.98,21.61,71
15,06,20,7,00,0.019,NaN,19.12,22.51,68
15,06,20,8,00,0.023,NaN,20.44,23.78,63
15,06,20,9,00,0.04,NaN,20.79,25.04,57
15,06,20,10,00,0.063,NaN,13.63,26.5,50
15,06,20,11,00,0.059,NaN,11.87,26.8,47
15,06,20,12,00,0.057,NaN,11.01,27.37,44
15,06,20,13,00,0.056,NaN,10.65,28.28,43
15,06,20,14,00,0.059,NaN,11.42,29.23,41
15,06,20,15,00,0.057,NaN,13.1,29.62,41
15,06,20,16,00,0.056,NaN,11.33,29.47,40
15,06,20,17,00,0.054,NaN,11.02,29.29,40
15,06,20,18,00,0.054,NaN,10.62,28.97,39
15,06,20,19,00,0.053,NaN,10.95,28.1,43
15,06,20,20,00,0.051,NaN,11.13,27.4,44
15,06,20,21,00,0.052,NaN,10.83,27,44
15,06,20,22,00,0.047,NaN,10.63,26.78,44
15,06,20,23,00,0.041,NaN,6.84,25.73,55
16,06,20,0,00,0.034,NaN,6.32,24.64,62
16,06,20,1,00,0.029,NaN,6.23,23.56,68
16,06,20,2,00,0.027,NaN,6.14,22.9,72
16,06,20,3,00,0.023,NaN,5.87,22.14,77
16,06,20,4,00,0.021,NaN,6.31,21.73,80
16,06,20,5,00,0.017,NaN,7.11,21.62,80
16,06,20,6,00,0.016,NaN,7.42,21.66,79
16,06,20,7,00,0.017,NaN,9.45,22.42,76
16,06,20,8,00,0.019,NaN,13.33,23.89,69
16,06,20,9,00,0.025,NaN,14.36,25.29,62
16,06,20,10,00,0.038,NaN,12.68,26.39,58
16,06,20,11,00,0.045,NaN,9.99,27.8,51
16,06,20,12,00,0.042,NaN,7.85,29.19,46
16,06,20,13,00,0.041,NaN,8.2,29.55,47
16,06,20,14,00,0.037,NaN,7.78,30.07,46
16,06,20,15,00,0.039,NaN,7.45,30.62,44
16,06,20,16,00,0.039,NaN,7.52,30.92,42
16,06,20,17,00,0.041,NaN,7.74,30.79,41
16,06,20,18,00,0.036,NaN,6.94,30.3,42
16,06,20,19,00,0.031,NaN,6.05,29.28,44
16,06,20,20,00,0.026,NaN,6.43,27.1,58
16,06,20,21,00,0.026,NaN,5.05,26.78,60
16,06,20,22,00,0.025,NaN,4.73,26.26,63
16,06,20,23,00,0.021,NaN,NaN,NaN,NaN
